spanish,french,category,icon,tags,notes,cloze,french_sentence
la antorcha,la torche,mis_palabras,delapouite/torch.svg,reference mis_palabras,El pícaro enciende una antorcha para iluminar la mazmorra.,(torche) El pícaro enciende una {{c1::antorcha}} para iluminar la mazmorra.,Le roublard allume une torche pour éclairer le donjon.
la trampa,le piège,mis_palabras,lorc/wolf-trap.svg,reference mis_palabras,¡Cuidado! Hay una trampa en el suelo delante de la puerta.,(piège) ¡Cuidado! Hay una {{c1::trampa}} en el suelo delante de la puerta.,Attention ! Il y a un piège sur le sol devant la porte.
el turno,le tour,mis_palabras,lorc/clockwork.svg,reference mis_palabras,Es tu turno — ¿qué quieres hacer?,(tour) Es tu {{c1::turno}} — ¿qué quieres hacer?,C'est ton tour — qu'est-ce que tu veux faire ?
el dado,le dé,mis_palabras,delapouite/dice-twenty-faces-twenty.svg,reference mis_palabras,Lanza el dado de veinte caras para ver si impactas.,(dé) Lanza el {{c1::dado}} de veinte caras para ver si impactas.,Lance le dé à vingt faces pour voir si tu touches.
la tirada,le jet de dé,mis_palabras,delapouite/dice-twenty-faces-twenty.svg,reference mis_palabras,Tu tirada es un quince — es un impacto contra el goblin.,(jet de dé) Tu {{c1::tirada}} es un quince — es un impacto contra el goblin.,Ton jet de dé est un quinze — c'est une touche contre le gobelin.
el daño,les dégâts,mis_palabras,lorc/broken-heart.svg,reference mis_palabras,La espada causa ocho puntos de daño al esqueleto.,(dégâts) La espada causa ocho puntos de {{c1::daño}} al esqueleto.,L'épée cause huit points de dégâts au squelette.
la vida,la vie,mis_palabras,zeromancer/heart-plus.svg,reference mis_palabras,El clérigo usa un hechizo para salvar la vida de su compañero.,(vie) El clérigo usa un hechizo para salvar la {{c1::vida}} de su compañero.,Le clerc utilise un sort pour sauver la vie de son compagnon.
la muerte,la mort,mis_palabras,lorc/skull-crack.svg,reference mis_palabras,El paladín no le tiene miedo a la muerte.,(mort) El paladín no le tiene miedo a la {{c1::muerte}}.,Le paladin n'a pas peur de la mort.
el nivel,le niveau,mis_palabras,delapouite/3d-stairs.svg,reference mis_palabras,¡Felicidades! Tu personaje sube de nivel al tercero.,(niveau) ¡Felicidades! Tu personaje sube de {{c1::nivel}} al tercero.,Félicitations ! Ton personnage monte au troisième niveau.
la experiencia,l'expérience,mis_palabras,delapouite/star-formation.svg,reference mis_palabras,Cada combate te da puntos de experiencia para subir de nivel.,(expérience) Cada combate te da puntos de {{c1::experiencia}} para subir de nivel.,Chaque combat te donne des points d'expérience pour monter de niveau.
el nombre,le nom,mis_palabras,lorc/scroll-unfurled.svg,reference mis_palabras,¿Cuál es el nombre de tu personaje?,(nom) ¿Cuál es el {{c1::nombre}} de tu personaje?,Quel est le nom de ton personnage ?
el amigo / la amiga,l'ami / l'amie,mis_palabras,delapouite/person.svg,reference mis_palabras,El bardo considera al enano su mejor amigo del grupo.,(ami) El bardo considera al enano su mejor {{c1::amigo}} del grupo.,Le barde considère le nain comme son meilleur ami du groupe.
el enemigo / la enemiga,l'ennemi / l'ennemie,mis_palabras,lorc/crossed-swords.svg,reference mis_palabras,El enemigo más peligroso de la mazmorra es el nigromante.,(ennemi) El {{c1::enemigo}} más peligroso de la mazmorra es el nigromante.,L'ennemi le plus dangereux du donjon est le nécromancien.
el combate,le combat,mis_palabras,lorc/crossed-swords.svg,reference mis_palabras,¡El combate empieza! Todos lanzan la iniciativa.,(combat) ¡El {{c1::combate}} empieza! Todos lanzan la iniciativa.,Le combat commence ! Tout le monde lance l'initiative.
la victoria,la victoire,mis_palabras,lorc/laurel-crown.svg,reference mis_palabras,"Después de un combate feroz, el grupo celebra su victoria.","(victoire) Después de un combate feroz, el grupo celebra su {{c1::victoria}}.","Après un combat féroce, le groupe célèbre sa victoire."
la derrota,la défaite,mis_palabras,lorc/broken-shield.svg,reference mis_palabras,La derrota contra el trol obliga al grupo a retirarse al pueblo.,(défaite) La {{c1::derrota}} contra el trol obliga al grupo a retirarse al pueblo.,La défaite contre le troll oblige le groupe à se replier au village.
el secreto,le secret,mis_palabras,lorc/hidden.svg,reference mis_palabras,El pícaro descubre un secreto escondido detrás de la estantería.,(secret) El pícaro descubre un {{c1::secreto}} escondido detrás de la estantería.,Le roublard découvre un secret caché derrière l'étagère.
el peligro,le danger,mis_palabras,lorc/lightning-storm.svg,reference mis_palabras,El druida siente un peligro acercándose desde el bosque oscuro.,(danger) El druida siente un {{c1::peligro}} acercándose desde el bosque oscuro.,Le druide sent un danger approcher depuis la forêt sombre.
la recompensa,la récompense,mis_palabras,delapouite/coins-pile.svg,reference mis_palabras,La recompensa por matar al dragón es cien monedas de oro.,(récompense) La {{c1::recompensa}} por matar al dragón es cien monedas de oro.,La récompense pour tuer le dragon est cent pièces d'or.
el campamento,le campement,mis_palabras,lorc/campfire.svg,reference mis_palabras,El grupo monta un campamento y enciende un fuego para descansar.,(campement) El grupo monta un {{c1::campamento}} y enciende un fuego para descansar.,Le groupe installe un campement et allume un feu pour se reposer.
