spanish,french,category,icon,tags,notes,cloze,french_sentence
la mazmorra,le donjon,lugares,delapouite/dungeon-gate.svg,reference lugares,El grupo explora la mazmorra llena de trampas y monstruos.,(donjon) El grupo explora la {{c1::mazmorra}} llena de trampas y monstruos.,Le groupe explore le donjon rempli de pièges et de monstres.
la cueva,la grotte / caverne,lugares,delapouite/caveman.svg,reference lugares,Un oso enorme vive dentro de la cueva al norte del camino.,(grotte) Un oso enorme vive dentro de la {{c1::cueva}} al norte del camino.,Un ours énorme vit dans la grotte au nord du chemin.
el pasillo,le couloir,lugares,delapouite/dungeon-gate.svg,reference lugares,El pícaro avanza en silencio por el pasillo oscuro de la mazmorra.,(couloir) El pícaro avanza en silencio por el {{c1::pasillo}} oscuro de la mazmorra.,Le roublard avance en silence dans le couloir sombre du donjon.
la entrada,l'entrée,lugares,delapouite/door.svg,reference lugares,Dos guardias vigilan la entrada del castillo día y noche.,(entrée) Dos guardias vigilan la {{c1::entrada}} del castillo día y noche.,Deux gardes surveillent l'entrée du château jour et nuit.
la salida,la sortie,lugares,delapouite/exit-door.svg,reference lugares,El grupo busca la salida de la mazmorra antes de que lleguen más enemigos.,(sortie) El grupo busca la {{c1::salida}} de la mazmorra antes de que lleguen más enemigos.,Le groupe cherche la sortie du donjon avant que d'autres ennemis n'arrivent.
el tesoro,le trésor,lugares,delapouite/chest.svg,reference lugares,"Detrás de la puerta secreta, el grupo encuentra el tesoro del dragón.","(trésor) Detrás de la puerta secreta, el grupo encuentra el {{c1::tesoro}} del dragón.","Derrière la porte secrète, le groupe trouve le trésor du dragon."
el bosque,la forêt,lugares,delapouite/forest.svg,reference lugares,El druida guía al grupo a través del bosque encantado.,(forêt) El druida guía al grupo a través del {{c1::bosque}} encantado.,Le druide guide le groupe à travers la forêt enchantée.
el camino,le chemin / la route,lugares,delapouite/road.svg,reference lugares,El camino entre los dos pueblos es peligroso por la noche.,(chemin) El {{c1::camino}} entre los dos pueblos es peligroso por la noche.,Le chemin entre les deux villages est dangereux la nuit.
el río,la rivière,lugares,lorc/waves.svg,reference lugares,El grupo necesita cruzar el río para llegar a la torre del mago.,(rivière) El grupo necesita cruzar el {{c1::río}} para llegar a la torre del mago.,Le groupe doit traverser la rivière pour atteindre la tour du mage.
la montaña,la montagne,lugares,lorc/mountains.svg,reference lugares,El dragón rojo tiene su guarida en lo alto de la montaña.,(montagne) El dragón rojo tiene su guarida en lo alto de la {{c1::montaña}}.,Le dragon rouge a son repaire au sommet de la montagne.
la llanura,la plaine,lugares,delapouite/grass.svg,reference lugares,El ejército de orcos avanza por la llanura hacia el pueblo.,(plaine) El ejército de orcos avanza por la {{c1::llanura}} hacia el pueblo.,L'armée d'orcs avance dans la plaine vers le village.
el desierto,le désert,lugares,delapouite/desert.svg,reference lugares,"Sin agua suficiente, cruzar el desierto puede ser mortal.","(désert) Sin agua suficiente, cruzar el {{c1::desierto}} puede ser mortal.","Sans assez d'eau, traverser le désert peut être mortel."
el pantano,le marécage,lugares,lorc/poison-gas.svg,reference lugares,El pantano huele mal y ralentiza a todos los que lo cruzan.,(marécage) El {{c1::pantano}} huele mal y ralentiza a todos los que lo cruzan.,Le marécage sent mauvais et ralentit tous ceux qui le traversent.
la isla,l'île,lugares,delapouite/island.svg,reference lugares,El pirata escondió su tesoro en una isla desierta.,(île) El pirata escondió su tesoro en una {{c1::isla}} desierta.,Le pirate a caché son trésor sur une île déserte.
el puente,le pont,lugares,lorc/bridge.svg,reference lugares,Un trol enorme bloquea el puente y pide un peaje para cruzar.,(pont) Un trol enorme bloquea el {{c1::puente}} y pide un peaje para cruzar.,Un troll énorme bloque le pont et demande un péage pour traverser.
el puerto,le port,lugares,lorc/anchor.svg,reference lugares,El grupo busca un barco en el puerto para navegar hacia la isla.,(port) El grupo busca un barco en el {{c1::puerto}} para navegar hacia la isla.,Le groupe cherche un bateau au port pour naviguer vers l'île.
